,Tweets,Subjectivity,Polarity,Analysis
758,I am super impressed with  organization of the CovidVaccine distribution at Prisma Richland! Every… ,0.8333333333333333,0.6666666666666666,Positive
759,"“By the middle of February, if things go well and with a fair wind in our sails, we expect to have OFFERED the firs… ",0.45,0.35,Positive
760,The latest Stoned Daily News!  Thanks to  cannabis covidvaccine,0.3666666666666667,0.2333333333333333,Positive
761,   I've read tweets by doctors stating they've already had Covid but can't wait to… ,0.0,0.0,Neutral
762,"  , thanks for sharing your CovidVaccine story. Consider sharing here:… ",0.2,0.2,Positive
763,I never got an appt reminder and got worried I had missed Day 29 (am at Day 31 from shot) so I checked w/ the study… ,0.0,0.0,Neutral
764,  the world watches the largest democracy to lead by example 🙏 Vasudhev Kutumbhakam 🌍 carry t… ,0.0,0.0,Neutral
765,We need to outpace the virus and we are 3 laps behind. ShotsInArms CovidVaccine COVID19 ,0.7,-0.4,Negative
766,Done COVID19 CovidVaccine COVIDVaccination ,0.0,0.0,Neutral
767,I administered 32 CovidVaccine s today. 0 reactions. Thank you to all the healthcare hero's! nurselife… ,0.0,0.0,Neutral
768, how come my wifes parents (healthy 70yos) in Georgia already got their first shots and my parents in C… ,0.41666666666666663,0.375,Positive
769,AstraZeneca’s Phase 3 only shows 67% effective rate while while Pfeizer shows 90% COVID19 vaccine AstraZeneca… ,0.9,0.3,Positive
770,Vaccination update: more than 2000 Pfizer CovidVaccine have been given at our Primary Care Network Hub at Belsize… ,0.5,0.45,Positive
771,"Georgia suffers from a Governor  
who thinks it's cute to throw around threats his BIG gun and picku… ",0.6,-0.033333333333333326,Negative
772,"Brilliant laymen’s explanation of the new vaccine....(I’m not an expert, so if this is incorrect, please let me kno… ",0.7272727272727273,0.5181818181818182,Positive
773,Just because you get the vaccine doesn’t mean you can’t catch COVID. People are pumping random ass drugs into ther… ,0.59375,-0.40625,Negative
774,Woohoo! 2nd dose of Pfizer  CovidVaccine done! ☑️☑️ Muchas gracias! Thank you very much! Now to get everyone vacc… ,0.13,0.1625,Positive
775,"Oops



Covid19UK CovidVaccine vaccine vaccineuk",0.0,0.0,Neutral
776,"Perhaps if  
AKA KillerKemp would put as much energy into a CovidVaccine strategy as he does working… ",0.2,0.2,Positive
777,"I wouldn't trust  covid-19 vac if my life depended on it. He and his party cheated and stole the election,… ",0.0,0.0,Neutral
778,"Brilliant from the Marsh family!

HaveTheJab CovidVaccine 

",1.0,1.0,Positive
779,"Yessiree...got my nano-chips implanted today. It’s my first step to becoming a terminator. Humans had a decent run,… ",0.6166666666666667,0.28888888888888886,Positive
780," Me, too!! My arm already hurts, but other than that, fine! CovidVaccine",0.4375,0.19791666666666669,Positive
781,Got my second CovidVaccine.,0.0,0.0,Neutral
782,And let’s see how  is doing today - Day Three. Moderna CovidVaccine dontmissyourshot ,0.0,0.0,Neutral
783,Thank you  for recognizing psychiatry as frontline: Second dose of covidvaccine done! Side effects so fa… ,0.0,0.0,Neutral
784,Is there a vaccination against being woke? Asking for a friend...... vaccine vaccination CovidVaccine,0.0,0.0,Neutral
785," I fear they pushed the vaccine out to fast, driven by panic and Trumps need to be the one to do it. PFOA, asbe… ",0.6,0.2,Positive
786,"“Pfizer, BioNTech Boost Vaccine Output Goal by More Than 50%” - via  - 
--
vaxnews… ",0.5,0.5,Positive
787,Covid vaccine part 1 received today CovidVaccine scienceisreal,0.0,0.0,Neutral
788,"The trial, at the University of Colorado School of Medicine and UCHealth on the CU Anschutz Medical Campus, is the… ",0.0,0.0,Neutral
789,auspol buying a vax from a company that is headed up by a former Lib staffer and has MPs as shareholders does not… ,0.0,0.0,Neutral
790,"Following last week's announcement,  is adding 26 additional CovidVaccine pharmacies in 5 counties in NWFL.… ",0.08333333333333334,0.0,Neutral
791,"Now that the state lowered the eligibility for the CovidVaccine from 75 to 65, some worry how long the wait will b… ",0.4,-0.05,Negative
792,CovidVaccine rollout expands with BrowardHelath site at InterMiami stadium in FortLauderdale and The Palace in… ,0.0,0.0,Neutral
793,Got my first COVIDvaccine today! Proud to be a part of history! Thanks  for making it happen!… ,0.5111111111111111,0.5041666666666667,Positive
794,I was able to do this and get appointments for two elderly relatives-Check in with your elderly neighbors to see if… ,0.625,0.5,Positive
795,Taking those steps to try and return back to normal. COVIDVaccine PfizerVaccine pfizervaccine1stdose… ,0.32499999999999996,0.075,Positive
796,"Hidalgo County, PSJA ISD to host COVID-19 vaccination clinic.  RGV … ",0.0,0.0,Neutral
797,"Got my second round Saturday.  When do I turn into the Incredible Hulk?  Seriously, nothing to it folks!!!  Get vac… ",0.4916666666666667,0.01223958333333336,Positive
798,Let’s start charging businesses and people who defy wearing a mask in public around others during this pandemic.… ,0.06666666666666667,0.0,Neutral
799,"Dr.  obtaining her CovidVaccine. 

Please join MMAC:  


Follow us on social m… ",0.06666666666666667,0.03333333333333333,Positive
800,"Super spreaders: Typhoid Mary meets the Broad Street pump.
COVID19 CovidVaccine 
Evolution viral 
",0.4895833333333333,0.19791666666666666,Positive
801,Got my second dose of the Pfizer covid vaccine 10 mins ago. Will report back with my experience bc I was so curiou… ,0.0,0.0,Neutral
802,"Covid-19 Live Updates: U.S. to Require Negative Virus Tests From International Air Travelers.
COVID19
COVID19Aus… ",0.3,-0.05454545454545454,Negative
803,2 in the books!! Let’s do this friends!! Herd community!! covidvaccine future letsgo advocateaurora @ Aurora B… ,0.125,0.0,Neutral
804,Strange people on here ~ 2 people have blocked me in 2021. I was Just being nice as well! 38 to go before 31-12-21.… ,0.575,0.35,Positive
805,"Received my CovidVaccine today, I dont know who that doctor was or why the vaccine involves no pants, but were hav… ",0.0,0.0,Neutral
806,TY  for funding efforts vs COVIDvaccine misinformation but we can ALL advocate through socmed for free! ,0.8,0.5,Positive
807,"I'm on a few CovidVaccine sign up lists as a front line MH worker, so not top priority group but up there. One sys… ",0.3,-0.225,Negative
808," I disagree with DrKarim: If your job requires you to come into close contact with the public, you should eit… ",0.06666666666666667,0.0,Neutral
809,Happy to say that I have a vaccine appointment on February 11! CovidVaccines CovidVaccine javitscenter,1.0,1.0,Positive
810,"I got the Pfizer vaccine, do it for yourself and for others. 
Also, look at my mask selection.… ",0.0,0.0,Neutral
811,"Legendary ✨ everyone when they heard Sir David Attenborough has taken the vaccine! 😂🥺 

SirDavidAttenborough… ",1.0,1.0,Positive
812,"Los Angeles plans to convert its largest coronavirus testing site into a vaccination center this week. 

Officials… ",0.1,-0.1,Negative
813,Been trying to get a high risk relative a CovidVaccine appt with  for an hour. I keep coming across this scre… ,0.26999999999999996,0.08,Positive
814,"There is a lot of misinformation being spread online about the covidvaccine. Dr. Rhonda Collins, Revera’s Chief Me… ",0.0,0.0,Neutral
815,"🙄 ""Can you spread CovID19 if you get the CovidVaccine ?""  VaccineTracker ContactTracing ",0.0,0.0,Neutral
816,"""Standby List will be deleted in its entirety at 5pm, restarting the process for Wednesday."" The Nashville standby… ",0.0,0.0,Neutral
817,Some quick answers to common CovidVaccine questions from  Health Officer . ,0.5,0.016666666666666663,Positive
818,"$iBio up 25%! $VIR, $TNXP, $NK strong



$MRNA $NVAX $ARCT $BNTX $CVAC $ADPT $ATRA $ALNY… ",0.7333333333333333,0.4333333333333333,Positive
819,"“After COVID-19 Success, Moderna Is Going After an HIV Vaccine” - via  - 
--
vaccines… ",0.0,0.3,Positive
820,N.J. COVID vaccine: Feds say people over 65 should get vaccine now. Will N.J. follow new guidelines? nj… ,0.45454545454545453,0.13636363636363635,Positive
821,Yes 😁😁😁 No more 😷 and worries 👍 my 2nd dose just now!! I will still mask up around others when necessary.… ,0.25,-0.125,Negative
822,"It's just a conspiracy theory....
CovidVaccine ",0.0,0.0,Neutral
823,On Saturday we had our Covid vaccines here is Raymond 101yrs having his  CovidVaccine… ,0.0,0.0,Neutral
824,"12/8 was the last time trump spoke about COVID19 

More than 3,000 people are dying everyday 
Benghazi CovidVaccine",0.38888888888888884,0.09999999999999999,Positive
825,WakeUP COVID19 FANS!!! Say NO to the NWO CovidVaccine ,0.0,0.0,Neutral
826,Waiting in long line for COVID-19 vaccine appointment by Safeway at Hattie Holmes Center. People are passing out ha… ,0.25,-0.07500000000000001,Negative
827," So, are we skipping the second dose for healthcare workers? Partial immunity for all, complete immun… ",0.2333333333333333,0.0,Neutral
828,"Kudos today to our team members and residents at Westwing Place in DeWitt, Iowa! Administrator Chelsey Killean, Dir… ",0.0,0.0,Neutral
829, what’s happening with the line for covidvaccine since the CDC issued new guidelines recommending it now for people aged &gt;65?,0.42727272727272725,0.018181818181818174,Positive
830, no side effects whatsoever from 2nd dose of CovidVaccine.  My arm is barely sore and I was able to sleep on it last night.,0.19791666666666666,0.1375,Positive
831,"Capitol Riots Staged, Vatican Blackouts, Donald Trump Insurrection Act &amp; Covid Fema...  ",0.0,0.0,Neutral
832,This didn't age well  maybe you will report the truth instead of peddling the lies of Remoan in the futur… ,0.0,0.0,Neutral
833, _to_WA Yes it’s not like the    didn’t know in Apil or May to f… ,0.0,0.0,Neutral
834,"covid19 is here to stay, but it will be much milder than now _tx  announced today that their vaccine give… ",0.2,0.2,Positive
835,COVID-19 Vaccines are being distributed across the US. Find out what this means for a retail comeback in 2021.… ,0.0,0.0,Neutral
836,Long day of clinic wasn’t going to keep me from my second shot! Full vaccinated ✌🏼CovidVaccine… ,0.3166666666666667,0.09999999999999999,Positive
837,I got my vaccine today. When they asked if I had any question I asked how many social media platforms I have to pos… ,0.2833333333333333,0.26666666666666666,Positive
838,A monster trial with 350 Ndrangheta mobsters in Corona times? Is that wise? ndrangheta mafia gratteri… ,0.9,0.7,Positive
839,This video am share not for the Popularity share in SocialMedia 4 spreading the positivity love &amp; I belief fro… ,0.6,0.5,Positive
840,"""We are right in the middle of the storm,"" Mayor  said of the city's battle against the virus. ""I s… ",0.26785714285714285,0.14285714285714285,Positive
841,"Simple, BC's Premier is not a conservative. 
. and  are looking for ways for their friends to ma… ",0.35714285714285715,0.0,Neutral
842,"Here's a Tshirt based on  ""Your Inability To Grasp SCIENCE Is Not An Argument Against It""

Science… ",0.0,0.0,Neutral
843,"Equally amazed by Israel’s early planning, clever prioritisation and pioneering CovidVaccine strategy! I’m sure o… ",0.5680555555555555,0.20208333333333334,Positive
844,We are excited to share that the COVID vaccine is slowly making its way to Gardant-managed communities! Staff and r… ,0.575,-2.7755575615628914e-17,Negative
845, Is Pfizer vaccine as effective as it claims? It all depends on how the efficacy data is collected &amp;… ,0.8,0.6,Positive
846,I’m proud to have played a part in getting the  CovidVaccine clinic up &amp; running &amp; today I was lucky to ha… ,0.9166666666666667,0.5666666666666667,Positive
847,Got my CovidVaccine today. Only took 5 minutes and didn’t hurt at all. ,1.0,0.0,Neutral
848,Shocking TMZ Video Alabama Crimson Tide fans flood the streets of Tuscaloosa after the team secured its 18th natio… ,1.0,-1.0,Negative
849,Informative thread re CovidVaccine ,0.0,0.0,Neutral
850,"“As the Vaccine entered my Body, scores of Hemmingflock Sparrows soared across the sky and off into the wild”… ",0.4,0.1,Positive
851,"I think States that have been in lock-down the longest (stay at home order and no indoor dining, ect.) should get t… ",0.0,0.0,Neutral
852,"Per our discussions about COVID-19, the vaccine and holistic health, having Dr. Lee and others promoting what to ea… ",0.0,0.0,Neutral
853,Every one is either talking about the CovidVaccine or the Riots at the CapitolBuilding . But neither the media or… ,0.0,0.0,Neutral
854,Know your healthcare rights! You should not be charged for the CovidVaccine by your healthinsurance provider. If… ,0.0,0.0,Neutral
855,WATCH: An online petition is asking the Quebec government to immediately administer the second dose of the… ,0.0,0.0,Neutral
856,"Some people have compared thalidomide, a drug banned in the '60s for causing birth defects, to the CovidVaccine.… ",0.0,0.0,Neutral
857, Get your flu shot ASAP!! You should always try to get it at the end of summer! Looking forward to wh… ,0.0,0.0,Neutral
858,We are sitting ducks as the Vaccine companies in India and internationally are case after case after case (+ n more… ,0.0,0.0,Neutral
859,"I received my first dose of the Pfizer vaccine today. 
My RN was amazing and I literally didn't feel it. No side ef… ",0.6166666666666667,0.42500000000000004,Positive
860,Received my second dose of the Pfizer-BioNTech vaccine to prevent covid-19 today! CovidVaccine 💉 ,0.0,0.0,Neutral
861,"An important step. First of two Pfizer doses.

They're coming, I promise. Be patient, stay alert, stay at home, wea… ",0.6666666666666666,0.325,Positive
862," Great service. Used it for both my CovidVaccine shots. Friendly UI, convenient log-in via SMS reminders. Nice job !",0.75,0.6416666666666667,Positive
863,"Creemos en la ciencia, confiamos en la VacunaCOVID19 y la recomendamos a todos nuestros pacientes. 

We believe in… ",0.0,0.0,Neutral
864,This is needed. technews healthnews Health covid covid19 vaccine tech CovidVaccine mobile digital… ,0.0,0.0,Neutral
865, Hopefully that decision will be changed. Nothing like punishing an entire State’s population for th… ,0.625,0.0,Neutral
866,Are Pre-filled syringes (PFS) in the world wide CovidVaccine rollout viable? No messing around. Saves time. No was… ,0.4,-0.1,Negative
867,"Take the kids to 

 for their CovidVaccine and see if they ever beg to go there again. Follow me for mo… ",0.0,0.0,Neutral
868,"Today I enrolled in a CovidVaccine trial, and I'm so excited! 😁",0.75,0.46875,Positive
869," Why is Georgia at the bottom of the list for distribution of the COVID vaccine?  Tighten up NOW, people ar… ",0.0,0.0,Neutral
870,"Getting the vaccine this week. 

I have a variety of underlying health conditions before anyone comes at me due to… ",0.375,-0.125,Negative
871,Plan to get the COVID-19 shot? The CDC wants to know how you feel after you get it. Check out the app they want you… ,0.1,0.2,Positive
872,Mr. Covell expects that the 1b vaccination group will begin next week. Governor DeWine will announce this in his up… ,0.0,0.0,Neutral
873,When was the last time you had fun? COVID19 Covid19UK borisjohnson coronavirus uksnow march Master… ,0.13333333333333333,0.15,Positive
874,"Find out the latest about our Covid vaccine rollout: 

covid vaccine CovidVaccine ",0.9,0.5,Positive
875,"Wahoo!!! 
Dr. Kimberly Ferguison, one of our pediatricians in our Portico West office is rocking a “COVID Vaccined”… ",0.0,0.0,Neutral
876,Has anyone who has bad allergies (Epipen) had the vaccine yet? I AM TERRIFIED. Message me please!! COVID19… ,0.6666666666666666,-1.0,Negative
877,I had Covid and recovered without actually even being inconvenienced.. Stop letting the media convince you otherwis… ,0.1,0.0,Neutral
878,I’m getting my CovidVaccine on Friday afternoon. I’m only slightly nervous to get it because it’s brand new but ot… ,0.5404040404040404,-0.010101010101010102,Negative
879,"Signing up for a CovidVaccine feels like registering to get into the NYC marathon, but way worse. If only … ",0.8,-0.2,Negative
880," Not yet.  I'm 67, my state is doing 70+ and nursing home residents and first responders.  I was su… ",0.3333333333333333,0.25,Positive
881,Not only has Khamenei given fatwa to stop us Iranians getting CovidVaccine but everything has turned extremely exp… ,1.0,-0.0625,Negative
882,"Today the  CovidVaccine was given to teachers and healthcare workers in Davis County…

 ",0.0,0.0,Neutral
883,"One down, one to go! notgoingtomissmyshot CovidVaccine ",0.2888888888888889,-0.19444444444444448,Negative
884,The eligibility questionnaire  COVID19 vaccine hubs site is not working. It says you are not eligible rega… ,0.0,0.0,Neutral
885,"💥 What is your own superpower? LEVEL UP LIVE! 😳 Covidvaccine updates, Disneyland opening their park for distributi… ",0.75,0.3852272727272727,Positive
886,Today’s Covid 19 Vaccine Inspiration🦠💉💫 brought to you by our lovely Seb! It is these wizards behind the scenes tha… ,0.725,0.11249999999999999,Positive
887,"From the 's site. 95% of deaths are 50+ age group. Mostly 65+, but let's go ahead and vaccinate the healthy… ",0.5,0.5,Positive
888, They’ve allowed nearly 400k to die already. I’m not sure urgency is what they’re going for. CovidVaccine GOPDeathCult,0.6444444444444444,-0.075,Negative
889,Dose 2 of the CovidVaccine in the books!!  I'm fully vaccinated!  One hour later and just some arm soreness.  I'll… ,0.0,0.0,Neutral
890,"We did it joe, we got the vaccine COVID19 CovidVaccine ",0.0,0.0,Neutral
891,Day 4 post COVID vaccine dose 2!  I feel so much better today!  Side effects are short-lived! I’ll take it to know… ,0.5,0.78125,Positive
892,This Video Discusses More Violence January 20th was Posted before Parler Shut Down...FBI &amp; DOJ Talking Sedition &amp;… ,0.25,0.25,Positive
893,Scheduled my first COVID vaccine appointment for this week! Functional government scheduled for next week. Things a… ,0.16666666666666666,0.15625,Positive
894,It seems more and more people are saying they must be a priority for the CovidVaccine If everyone’s a priority then nobody is,0.5,0.5,Positive
895,Quick guide: COVID-19 vaccines in use and how they work  Which COVIDVaccination will you ge… ,0.5,0.3333333333333333,Positive
896,"overheard: ""Don't mean to freak anyone out but if you've seen ""I am Legend"" movie, it took place in 2021 &amp; thee ouo… ",0.6875,-0.3125,Negative
897,So glad I'm eligible for the CovidVaccine in NY -of course there isn't a single appointment available on any site… ,0.5380952380952381,0.2761904761904762,Positive
898,"How would it make you feel if your Gov. didn't allow you to have access to the CovidVaccine?

No2MullahsBlackmail ",0.0,0.0,Neutral
899, could you please add a column for total vaccinations so we can see how the UK compares to rest of the… ,0.75,0.0,Neutral
900,Really annoyed* that we are all playing this freaking game (for lack of better word) to get CovidVaccine. If Trump… ,0.5666666666666668,-0.10000000000000002,Negative
901, How about giving doses of the vaccine to all your hospitals? The NW Orange county needs it too. Th… ,0.0,0.0,Neutral
902,"Meanwhile, just when you thought things couldn't get any worse, comes this cheery little movie Songbird… ",0.7000000000000001,0.03749999999999998,Positive
903,"Had my CovidVaccine yesterday, my only side effect was a little achyness. Im glad I ended up getting it",0.8333333333333334,0.10416666666666667,Positive
904,I received my second COVID-19 vaccine today and had to wait for an hour. But I was glad I was in good company.… ,0.5333333333333333,0.39999999999999997,Positive
905,My mom got her 2nd CovidVaccine today.,0.0,0.0,Neutral
906,"Watched Trump in Texas and he continues to spew his same old shit, lies, threats and conspiracies. Everything he… ",0.375,-0.03333333333333333,Negative
907,i got my covid vaccine today!!! so excited 😄 CovidVaccine,0.75,0.375,Positive
908,_NHS       _weller another docu… ,0.0,0.0,Neutral
909,I have been in the behavioral health field since 2013 and I absolutely love the population I work with. These last… ,0.6,0.5,Positive
910,Have any teachers or education workers had any luck making an appointment to get vaccinated in the Long Island or e… ,0.4,-0.05,Negative
911,This is awesome! It would be great if we AthleticTrainers in  could be included with school healthcare wo… ,0.875,0.9,Positive
912,Update: nurse emailed back almost immediately &amp; said they hope to start offering CovidVaccine to general public in… ,0.18888888888888888,0.016666666666666673,Positive
913,Got my second dose today🥳 CovidVaccine PfizerVaccine ,0.0,0.0,Neutral
914,"uk Ireland COVID CovidVaccine COVID19 COVID19ireland COVID19france USA 
Do you want to stop COVID then take… ",0.0,0.0,Neutral
915,"People in Washington often like to mock Idaho, but I have had a much easier time finding covidvaccine info from the Gem State.",0.2,0.2,Positive
916,“Pray for God wait on him and trust him!” COVID19 CovidVaccine Capitol,0.0,0.0,Neutral
917,Interesting &amp; disturbing data to ponder. We must do everything in our power to stop the spread. We have vaccines bu… ,0.65,0.0,Neutral
918,My 90year old amazing Grandad had the vaccine today. We are all so happy and grateful. Can’t wait to spend the summ… ,0.7000000000000001,0.5,Positive
919, did you get yours yet? CovidVaccine,0.0,0.0,Neutral
920,"I did a thing today...
CovidVaccine ",0.0,0.0,Neutral
921,Actions speak louder than words...Unacceptable PepsiROY PelosiLovesTrump coronavirus COVID19 CovidVaccine… ,0.0,0.0,Neutral
922,"In the words of my patient that I will cherish forever “Pray, Wait, Trust!” COVID19 CovidVaccine Nursing",0.0,0.0,Neutral
923,"If you want to give out CovidVaccine, and some old person wants to refuse it, I will gladly use their vaccine inst… ",0.43333333333333335,0.26666666666666666,Positive
924,Going to get his microchip...lol CovidVaccine ,0.0,0.0,Neutral
925,COVID is taking its toll on healthcare workers mentally and physically. anxiety COVID19 CovidVaccine WeThePeople tired,0.34761904761904755,-0.16666666666666666,Negative
926,Should you still wear a mask after getting the CovidVaccine? The answer is YES. It takes some time for the vaccine… ,0.0,0.0,Neutral
927,      has admitted that even two doses of the… ,0.0,0.0,Neutral
928,I can’t wait! Thank you Napa County for working so diligently to get healthcare workers vaccinated! _AT… ,0.0,0.0,Neutral
929," A great idea &amp; after the 20th might actually have a chance .. Thanks for your service 🇺🇸

CovidVaccine",0.2625,0.25,Positive
930,Me after getting the CovidVaccine ... ,0.0,0.0,Neutral
931,"A US doctor died 3 days after his first dose of the covid vax, the same vax that was rushed through &amp; allowed to sk… ",0.22916666666666666,0.125,Positive
932,So they’re against rich people paying for early CovidVaccine access... what about super poor asthmatics with asthm… ,0.5791666666666667,0.10208333333333333,Positive
933, What about CovidVaccine rollout?  sent a letter to her constituents telling us to call the… ,0.0,0.0,Neutral
934,I’m so excited to get my CovidVaccine Saturday 😈,0.75,0.375,Positive
935,The following dates for first doses of the Covidvaccine are set for residents and staff at the following locations… ,0.17777777777777778,0.08333333333333333,Positive
936, Please include home health agencies to deliver the CovidVaccine The latest US Census could be interfaced.,0.9,0.5,Positive
937,"CovidVaccine highlights:

•mRNA means it’s not virus but instructions to create antibodies 

•95% effective (flu v… ",0.8,0.6,Positive
938,"    And the letter of the day is...

V!
-_-_-_-_-_-_-_-

V is fo… ",0.0,0.0,Neutral
939,Four frontline providers at  share their gratitude and hope as they receive the new shots… ,0.45454545454545453,0.13636363636363635,Positive
940,"Epic fail on trying to set up an appt for a loved one over 65.
Might be early but this should not be this hard. Pro… ",0.4683333333333334,0.021666666666666647,Positive
941,"Make sure to check out part one! Have questions about the COVID-19 vaccine? Send us a DM 📥 (2/2)
​
​… ",0.8888888888888888,0.625,Positive
942,"The covid-19 vaccination race

Covid19Vaccine CovidVaccine Israel  Bahrain UK Denmark Icealand Italy… ",0.0,0.0,Neutral
943,"The covid-19 vaccination race

Covid19Vaccine CovidVaccine Israel  Bahrain UK Denmark Icealand Italy… ",0.0,0.0,Neutral
944,"This vaccines situation is sad, once again we have too many politicians started from the Federalgovernment who u… ",0.75,0.0,Neutral
945,Great first two days of vaccinating Norwood's Police and Fire. Thrilled to be starting the path to end this pandemi… ,0.4708333333333333,0.4125,Positive
946,"If JacobChansley gets convicted, he's probably going to get the CovidVaccine before YOU do..... Think about that for a minute.",0.0,0.0,Neutral
947,You may be hearing about side effects from the COVIDVaccine. Most are mild to moderate and are more common after t… ,0.54,0.20666666666666664,Positive
948,"Morning Breeze's Therapy Manager, Chelsy Stewart was one of several of their team to receive her 2nd COVID19 vaccin… ",0.0,0.0,Neutral
949,"In case you missed today's C4 &amp; Bryan Nehman Show , Ben Shifrin spoke about getting all kids back in scho… ",0.0,0.0,Neutral
950,"Flatten that curve. Steepen this curve. Be free.
Covid19UK CovidVaccine ",0.8,0.4,Positive
951,"3 reasons nobody’s wasting resources to put microchips in vaccines:
1) Cell phones already track everywhere you go… ",0.0,0.0,Neutral
952,Hello everyone!!! I just got the Moderna Vaccine shot yesterday for COVID-19 and now am having pain and soreness in… ,0.0,0.0,Neutral
953,I figured with the holidays we would start to see upticks in almost every category. But some of these numbers are 🤯… ,0.0,0.0,Neutral
954,"Gillette Stadium, the home of the Patriots and Revolution, will transform into a mass COVID-19 vaccination site thi… ",0.0,0.0,Neutral
955,"The SteriWipes Virucidal Disinfectant Wipes features:

· Capable of killing SARS- CoV-2 (the virus that causes Covi… ",0.4,0.2,Positive
956,That's 2/2. 🛡️👏 COVIDVaccine ,0.0,0.0,Neutral
957,"Thread 👇

COVIDVaccine ",0.0,0.0,Neutral
958,"“It’s such a naked display of privilege, you know?” CovidVaccine MedTwitter  
",0.45,0.0,Neutral
959,"If you are a healthcare professional in LA County, law enforcement, first responder &amp; need Covid-19 vaccine, pls co… ",0.21666666666666667,0.175,Positive
960,"UK Is At ‘Worst Point’ Of Pandemic, Gushes To Vaccine Roll-Out
Britain CovidVaccine ",1.0,-1.0,Negative
961,"Question for pregnant and lactating folks of medtwitter, are there any resources besides the ACOG statement you us… ",0.5,0.3333333333333333,Positive
962,New data on CovidVaccine from Israel ,0.45454545454545453,0.13636363636363635,Positive
963,Fantastic news that our community nursing teams are joining the fight back 💪 CovidVaccine ,0.45,0.2,Positive
964,"Now past 24 hours since 2nd dose CovidVaccine and my arm is a tad stiff and sore. Otherwise, fine.",0.3125,-0.011904761904761904,Negative
965,"Politicians aren’t liked at the best of times but prioritising themselves over frontline-line and keyworkers, well… ",0.55,0.8,Positive
966,"We got the Moderna vaccine for our health, our families and our community! Who will you get yours for?… ",0.0,0.0,Neutral
967,The Pennsylvania COVID19 coronavirus pandemic update as of today: Only 33% of the CovidVaccine distributed to… ,1.0,0.0,Neutral
968,I’m really glad our grandparents just took the polio vaccine instead of spreading conspiracy theories so we don’t a… ,1.0,0.5,Positive
969,"Okay, first dose of Moderna Covid-19 Vaccine is done. It’s been about 45 minutes. Face is flushed, arm giving indic… ",0.41666666666666663,0.375,Positive
970,Have you crushed COVID yet? Getting vaccinated is the most simple and effective way to keep yourself and your… ,0.4392857142857143,0.25,Positive
971,"60,000+ people have registered to get the CovidVaccine at  Stadium. 200-300 people per hour are gettin… ",0.0,0.0,Neutral
972,Is the Covid-19 Vaccine Recommended for Sjogren's? | SjögrensLife  rheum autoimmune… ,0.0,0.0,Neutral
973,  Is this AstraZeneca covidvaccine going to be like the NBN—takes for ever to get here a… ,0.0,0.0,Neutral
974,"""Landlords and tenants will have to spend the coming year remaking their spaces in ways that address lingering fear… ",0.0,0.0,Neutral
975,"I cry happy tears of seeing so many of my amazing clients, friends, and colleagues being vaccinated against COVID-1… ",0.7999999999999999,0.6333333333333334,Positive
976,"Is there a plan for the CovidVaccine to be administered 24/7 in Nevada? LasVegas does everything 24/7!!

We need… ",0.0,0.0,Neutral
977,Is it more difficult to get a CovidVaccine or a PS5 ? *this is a joke*,0.75,0.0,Neutral
978,💉🧪 _tx CovidVaccine Dose 1 in my arm!! Second dose mid-February...pending   dosing… ,0.0,0.0,Neutral
979,"Fully vaccinated!💉 CovidVaccine PfizerBioNTech

    ",0.0,0.0,Neutral
980,"On Sunday we vaccinated with dose 1 of Pfizer covidvaccine 92% of our residents, 34 staff and 13 Essential Visitors.",0.3,0.0,Neutral
981,It’s so important to have physicians like Dr. Cabey take on the important task of spreading the word and the scienc… ,1.0,0.4,Positive
982,"Inoculated af. 
CovidVaccine ",0.0,0.0,Neutral
983,Feeling mostly better. Makes me think though that if just one piece of this virus can cause a headache so bad I REA… ,0.5833333333333333,-0.09999999999999992,Negative
984,"Vaccination sites are opening as soon as this week at Dodger Stadium in Los Angeles, Petco Park in San Diego and Ca… ",0.0,0.0,Neutral
985,Allergic reactions to vaccines are real. Should you be concerned? It depends. Read more here:… ,0.4,0.35,Positive
986,Pfizer and BioNTech announced on Friday that their CovidVaccine is effective against one of the mutations present… ,0.8,0.6,Positive
987,"At AzriaHealthSutherland, we got our COVID-19 vaccines! Thank you, , for helping with our vaccine clinic… ",0.0,0.0,Neutral
988, I don’t want a less effective vaccine that will only has 62% efficacy whilst others in Australia g… ,0.6222222222222222,0.14444444444444446,Positive
989,"How is it safe to continue baby vaccines, smears, blood taking, ear syringing, dressings, counselling, family plann… ",0.5,0.5,Positive
990,Weren’t all Congress people vaccinated already? I’m seeing a lot of them tweeting that they are testing COVID19 positive. CovidVaccine,0.5454545454545454,0.22727272727272727,Positive
991,Please help if you can. 🙏🏻 Our water heater broke last night.  We can't bathe until we can get a plumber to put a n… ,0.06666666666666667,0.0,Neutral
992,"To learn about the effectiveness of COVID19 protection facial masks &amp; social distancing , it's original use (and e… ",0.2722222222222222,0.1361111111111111,Positive
993,"If you have a Covid-19 vaccine appointment please arrive on site at the time specified, not before.  Don't worry, e… ",0.0,0.0,Neutral
994,Indian Fiasco about to begin CovidVaccine ,0.0,0.0,Neutral
995,So. Coworker’s grandma died. Was fine. Got the 💉. Got sick 2 days later w/covid &amp; died yesterday. Bet her murder wi… ,0.4523809523809524,-0.0992063492063492,Negative
996,"EssentialWorkers have been at the Frontline since the beginning of the pandemic. SociableCity

W/ the… ",0.0,0.0,Neutral
